sample_id,caption,label_a,label_a_name,label_b,label_b_name,split
1255,A tour bus is parked on the curb waiting,1,AI-Generated,1,SD21,train
1256,A tour bus is parked on the curb waiting,1,AI-Generated,2,SDXL,train
1257,A tour bus is parked on the curb waiting,1,AI-Generated,3,SD3,train
1258,A tour bus is parked on the curb waiting,1,AI-Generated,4,DALLE3,train
1259,A tour bus is parked on the curb waiting,1,AI-Generated,5,Midjourney,train
1260,An indoor train platform and tracks with a passenger train pulled up next to the platform.,0,Real,0,Real,train
1261,An indoor train platform and tracks with a passenger train pulled up next to the platform.,1,AI-Generated,1,SD21,train
1262,An indoor train platform and tracks with a passenger train pulled up next to the platform.,1,AI-Generated,2,SDXL,train
1263,An indoor train platform and tracks with a passenger train pulled up next to the platform.,1,AI-Generated,3,SD3,train
1264,An indoor train platform and tracks with a passenger train pulled up next to the platform.,1,AI-Generated,4,DALLE3,train
1265,An indoor train platform and tracks with a passenger train pulled up next to the platform.,1,AI-Generated,5,Midjourney,train
1266,A group of birds eating at a bird feeder,0,Real,0,Real,train
1267,A group of birds eating at a bird feeder,1,AI-Generated,1,SD21,train
1268,A group of birds eating at a bird feeder,1,AI-Generated,2,SDXL,train
1269,A group of birds eating at a bird feeder,1,AI-Generated,3,SD3,train
1270,A group of birds eating at a bird feeder,1,AI-Generated,4,DALLE3,train
1271,A group of birds eating at a bird feeder,1,AI-Generated,5,Midjourney,train
1272,A car and a motorcycle viewed from through a windshield.,0,Real,0,Real,train
1273,A car and a motorcycle viewed from through a windshield.,1,AI-Generated,1,SD21,train
1274,A car and a motorcycle viewed from through a windshield.,1,AI-Generated,2,SDXL,train
1275,A car and a motorcycle viewed from through a windshield.,1,AI-Generated,3,SD3,train
1276,A car and a motorcycle viewed from through a windshield.,1,AI-Generated,4,DALLE3,train
1277,A car and a motorcycle viewed from through a windshield.,1,AI-Generated,5,Midjourney,train
1278,Four birds are walking on the sand near water.,0,Real,0,Real,train
1279,Four birds are walking on the sand near water.,1,AI-Generated,1,SD21,train
1280,Four birds are walking on the sand near water.,1,AI-Generated,2,SDXL,train
1281,Four birds are walking on the sand near water.,1,AI-Generated,3,SD3,train
1282,Four birds are walking on the sand near water.,1,AI-Generated,4,DALLE3,train
1283,Four birds are walking on the sand near water.,1,AI-Generated,5,Midjourney,train
1284,A group of school supplies and various electronics including a laptop computer all laid out in a display.,0,Real,0,Real,train
1285,A group of school supplies and various electronics including a laptop computer all laid out in a display.,1,AI-Generated,1,SD21,train
1286,A group of school supplies and various electronics including a laptop computer all laid out in a display.,1,AI-Generated,2,SDXL,train
1287,A group of school supplies and various electronics including a laptop computer all laid out in a display.,1,AI-Generated,3,SD3,train
1288,A group of school supplies and various electronics including a laptop computer all laid out in a display.,1,AI-Generated,4,DALLE3,train
1289,A group of school supplies and various electronics including a laptop computer all laid out in a display.,1,AI-Generated,5,Midjourney,train
1290,A giraffe standing next to a tree and some rocks.,0,Real,0,Real,train
1291,A giraffe standing next to a tree and some rocks.,1,AI-Generated,1,SD21,train
1292,A giraffe standing next to a tree and some rocks.,1,AI-Generated,2,SDXL,train
1293,A giraffe standing next to a tree and some rocks.,1,AI-Generated,3,SD3,train
1294,A giraffe standing next to a tree and some rocks.,1,AI-Generated,4,DALLE3,train
1295,A giraffe standing next to a tree and some rocks.,1,AI-Generated,5,Midjourney,train
1296,A mens bathroom with two uneral's and a tv . ,0,Real,0,Real,train
1297,A mens bathroom with two uneral's and a tv . ,1,AI-Generated,1,SD21,train
1298,A mens bathroom with two uneral's and a tv . ,1,AI-Generated,2,SDXL,train
1299,A mens bathroom with two uneral's and a tv . ,1,AI-Generated,3,SD3,train
1300,A mens bathroom with two uneral's and a tv . ,1,AI-Generated,4,DALLE3,train
1301,A mens bathroom with two uneral's and a tv . ,1,AI-Generated,5,Midjourney,train
1302,Two giraffes are standing next to each other by trees.,0,Real,0,Real,train
1303,Two giraffes are standing next to each other by trees.,1,AI-Generated,1,SD21,train
1304,Two giraffes are standing next to each other by trees.,1,AI-Generated,2,SDXL,train
1305,Two giraffes are standing next to each other by trees.,1,AI-Generated,3,SD3,train
1306,Two giraffes are standing next to each other by trees.,1,AI-Generated,4,DALLE3,train
1307,Two giraffes are standing next to each other by trees.,1,AI-Generated,5,Midjourney,train
1308,A plane on a runway at a small airport.,0,Real,0,Real,train
1309,A plane on a runway at a small airport.,1,AI-Generated,1,SD21,train
1310,A plane on a runway at a small airport.,1,AI-Generated,2,SDXL,train
1311,A plane on a runway at a small airport.,1,AI-Generated,3,SD3,train
1312,A plane on a runway at a small airport.,1,AI-Generated,4,DALLE3,train
1313,A plane on a runway at a small airport.,1,AI-Generated,5,Midjourney,train
1314,A dog that is on the back of a motorcycle.,0,Real,0,Real,train
1315,A dog that is on the back of a motorcycle.,1,AI-Generated,1,SD21,train
1316,A dog that is on the back of a motorcycle.,1,AI-Generated,2,SDXL,train
1317,A dog that is on the back of a motorcycle.,1,AI-Generated,3,SD3,train
1318,A dog that is on the back of a motorcycle.,1,AI-Generated,4,DALLE3,train
1319,A dog that is on the back of a motorcycle.,1,AI-Generated,5,Midjourney,train
1320,Two people are kissing as they sit on a bench.,0,Real,0,Real,train
1321,Two people are kissing as they sit on a bench.,1,AI-Generated,1,SD21,train
1322,Two people are kissing as they sit on a bench.,1,AI-Generated,2,SDXL,train
1323,Two people are kissing as they sit on a bench.,1,AI-Generated,3,SD3,train
1324,Two people are kissing as they sit on a bench.,1,AI-Generated,4,DALLE3,train
1325,Two people are kissing as they sit on a bench.,1,AI-Generated,5,Midjourney,train
1326,A school bus that is stopped and letting children off the bus.,0,Real,0,Real,train
1327,A school bus that is stopped and letting children off the bus.,1,AI-Generated,1,SD21,train
1328,A school bus that is stopped and letting children off the bus.,1,AI-Generated,2,SDXL,train
1329,A school bus that is stopped and letting children off the bus.,1,AI-Generated,3,SD3,train
1330,A school bus that is stopped and letting children off the bus.,1,AI-Generated,4,DALLE3,train
1331,A school bus that is stopped and letting children off the bus.,1,AI-Generated,5,Midjourney,train
1332,A kneeling woman takes a photo of a park bench.,0,Real,0,Real,train
1333,A kneeling woman takes a photo of a park bench.,1,AI-Generated,1,SD21,train
1334,A kneeling woman takes a photo of a park bench.,1,AI-Generated,2,SDXL,train
1335,A kneeling woman takes a photo of a park bench.,1,AI-Generated,3,SD3,train
1336,A kneeling woman takes a photo of a park bench.,1,AI-Generated,4,DALLE3,train
1337,A kneeling woman takes a photo of a park bench.,1,AI-Generated,5,Midjourney,train
1338,A CGI man sitting on top of a CGI hospital bed.,0,Real,0,Real,train
1339,A CGI man sitting on top of a CGI hospital bed.,1,AI-Generated,1,SD21,train
1340,A CGI man sitting on top of a CGI hospital bed.,1,AI-Generated,2,SDXL,train
1341,A CGI man sitting on top of a CGI hospital bed.,1,AI-Generated,3,SD3,train
1342,A CGI man sitting on top of a CGI hospital bed.,1,AI-Generated,4,DALLE3,train
1343,A CGI man sitting on top of a CGI hospital bed.,1,AI-Generated,5,Midjourney,train
1344,A blue and white tooth brush sitting on a sink.,0,Real,0,Real,train
1345,A blue and white tooth brush sitting on a sink.,1,AI-Generated,1,SD21,train
1346,A blue and white tooth brush sitting on a sink.,1,AI-Generated,2,SDXL,train
1347,A blue and white tooth brush sitting on a sink.,1,AI-Generated,3,SD3,train
1348,A blue and white tooth brush sitting on a sink.,1,AI-Generated,4,DALLE3,train
1349,A blue and white tooth brush sitting on a sink.,1,AI-Generated,5,Midjourney,train
1350,A airplane that is sitting on a tarmac.,0,Real,0,Real,train
1351,A airplane that is sitting on a tarmac.,1,AI-Generated,1,SD21,train
1352,A airplane that is sitting on a tarmac.,1,AI-Generated,2,SDXL,train
1353,A airplane that is sitting on a tarmac.,1,AI-Generated,3,SD3,train
1354,A airplane that is sitting on a tarmac.,1,AI-Generated,4,DALLE3,train
1355,A airplane that is sitting on a tarmac.,1,AI-Generated,5,Midjourney,train
1356,A cat sitting on top of an old abandoned car. ,0,Real,0,Real,train
1357,A cat sitting on top of an old abandoned car. ,1,AI-Generated,1,SD21,train
1358,A cat sitting on top of an old abandoned car. ,1,AI-Generated,2,SDXL,train
1359,A cat sitting on top of an old abandoned car. ,1,AI-Generated,3,SD3,train
1360,A cat sitting on top of an old abandoned car. ,1,AI-Generated,4,DALLE3,train
1361,A cat sitting on top of an old abandoned car. ,1,AI-Generated,5,Midjourney,train
1362,A laptop on a desk in a room.,0,Real,0,Real,train
1363,A laptop on a desk in a room.,1,AI-Generated,1,SD21,train
1364,A laptop on a desk in a room.,1,AI-Generated,2,SDXL,train
1365,A laptop on a desk in a room.,1,AI-Generated,3,SD3,train
1366,A laptop on a desk in a room.,1,AI-Generated,4,DALLE3,train
1367,A laptop on a desk in a room.,1,AI-Generated,5,Midjourney,train
1368,a building with some trees surrounding it ,0,Real,0,Real,train
1369,a building with some trees surrounding it ,1,AI-Generated,1,SD21,train
1370,a building with some trees surrounding it ,1,AI-Generated,2,SDXL,train
1371,a building with some trees surrounding it ,1,AI-Generated,3,SD3,train
1372,a building with some trees surrounding it ,1,AI-Generated,4,DALLE3,train
1373,a building with some trees surrounding it ,1,AI-Generated,5,Midjourney,train
1374,Two street signs are shown against more buildings.,0,Real,0,Real,train
1375,Two street signs are shown against more buildings.,1,AI-Generated,1,SD21,train
1376,Two street signs are shown against more buildings.,1,AI-Generated,2,SDXL,train
1377,Two street signs are shown against more buildings.,1,AI-Generated,3,SD3,train
1378,Two street signs are shown against more buildings.,1,AI-Generated,4,DALLE3,train
1379,Two street signs are shown against more buildings.,1,AI-Generated,5,Midjourney,train
1380,A white toilet sitting inside of a bathroom.,0,Real,0,Real,train
1381,A white toilet sitting inside of a bathroom.,1,AI-Generated,1,SD21,train
1382,A white toilet sitting inside of a bathroom.,1,AI-Generated,2,SDXL,train
1383,A white toilet sitting inside of a bathroom.,1,AI-Generated,3,SD3,train
1384,A white toilet sitting inside of a bathroom.,1,AI-Generated,4,DALLE3,train
1385,A white toilet sitting inside of a bathroom.,1,AI-Generated,5,Midjourney,train
1386,a big bus driving down the road next to another bus ,0,Real,0,Real,train
1387,a big bus driving down the road next to another bus ,1,AI-Generated,1,SD21,train
1388,a big bus driving down the road next to another bus ,1,AI-Generated,2,SDXL,train
1389,a big bus driving down the road next to another bus ,1,AI-Generated,3,SD3,train
1390,a big bus driving down the road next to another bus ,1,AI-Generated,4,DALLE3,train
1391,a big bus driving down the road next to another bus ,1,AI-Generated,5,Midjourney,train
1392,A train with several cars is going around a corner.,0,Real,0,Real,train
1393,A train with several cars is going around a corner.,1,AI-Generated,1,SD21,train
1394,A train with several cars is going around a corner.,1,AI-Generated,2,SDXL,train
1395,A train with several cars is going around a corner.,1,AI-Generated,3,SD3,train
1396,A train with several cars is going around a corner.,1,AI-Generated,4,DALLE3,train
1397,A train with several cars is going around a corner.,1,AI-Generated,5,Midjourney,train
1398,A cat sits on a bench next to another bench.,0,Real,0,Real,train
1399,A cat sits on a bench next to another bench.,1,AI-Generated,1,SD21,train
1400,A cat sits on a bench next to another bench.,1,AI-Generated,2,SDXL,train
1401,A cat sits on a bench next to another bench.,1,AI-Generated,3,SD3,train
1402,A cat sits on a bench next to another bench.,1,AI-Generated,4,DALLE3,train
1403,A cat sits on a bench next to another bench.,1,AI-Generated,5,Midjourney,train
1404,A kitchen with a wooden table  with a cat sleeping on top of it.,0,Real,0,Real,train
1405,A kitchen with a wooden table  with a cat sleeping on top of it.,1,AI-Generated,1,SD21,train
1406,A kitchen with a wooden table  with a cat sleeping on top of it.,1,AI-Generated,2,SDXL,train
1407,A kitchen with a wooden table  with a cat sleeping on top of it.,1,AI-Generated,3,SD3,train
1408,A kitchen with a wooden table  with a cat sleeping on top of it.,1,AI-Generated,4,DALLE3,train
1409,A kitchen with a wooden table  with a cat sleeping on top of it.,1,AI-Generated,5,Midjourney,train
1410,A traffic light with the letter B written on it.,0,Real,0,Real,train
1411,A traffic light with the letter B written on it.,1,AI-Generated,1,SD21,train
1412,A traffic light with the letter B written on it.,1,AI-Generated,2,SDXL,train
1413,A traffic light with the letter B written on it.,1,AI-Generated,3,SD3,train
1414,A traffic light with the letter B written on it.,1,AI-Generated,4,DALLE3,train
1415,A traffic light with the letter B written on it.,1,AI-Generated,5,Midjourney,train
1416,A giraffe running across a desert plain at a high speed.,0,Real,0,Real,train
1417,A giraffe running across a desert plain at a high speed.,1,AI-Generated,1,SD21,train
1418,A giraffe running across a desert plain at a high speed.,1,AI-Generated,2,SDXL,train
1419,A giraffe running across a desert plain at a high speed.,1,AI-Generated,3,SD3,train
1420,A giraffe running across a desert plain at a high speed.,1,AI-Generated,4,DALLE3,train
1421,A giraffe running across a desert plain at a high speed.,1,AI-Generated,5,Midjourney,train
1422,A bathtub with candles lit up around it and a stool next to it.,0,Real,0,Real,train
1423,A bathtub with candles lit up around it and a stool next to it.,1,AI-Generated,1,SD21,train
1424,A bathtub with candles lit up around it and a stool next to it.,1,AI-Generated,2,SDXL,train
1425,A bathtub with candles lit up around it and a stool next to it.,1,AI-Generated,3,SD3,train
1426,A bathtub with candles lit up around it and a stool next to it.,1,AI-Generated,4,DALLE3,train
1427,A bathtub with candles lit up around it and a stool next to it.,1,AI-Generated,5,Midjourney,train
1428,A man is straightening his tie in front of a mirror.,0,Real,0,Real,train
1429,A man is straightening his tie in front of a mirror.,1,AI-Generated,1,SD21,train
1430,A man is straightening his tie in front of a mirror.,1,AI-Generated,2,SDXL,train
1431,A man is straightening his tie in front of a mirror.,1,AI-Generated,3,SD3,train
1432,A man is straightening his tie in front of a mirror.,1,AI-Generated,4,DALLE3,train
1433,A man is straightening his tie in front of a mirror.,1,AI-Generated,5,Midjourney,train
1434,A train station with three trains and men waiting to board.,0,Real,0,Real,train
1435,A train station with three trains and men waiting to board.,1,AI-Generated,1,SD21,train
1436,A train station with three trains and men waiting to board.,1,AI-Generated,2,SDXL,train
1437,A train station with three trains and men waiting to board.,1,AI-Generated,3,SD3,train
1438,A train station with three trains and men waiting to board.,1,AI-Generated,4,DALLE3,train
1439,A train station with three trains and men waiting to board.,1,AI-Generated,5,Midjourney,train
1440,"The tall, adult giraffe stands behind a fence near a wooden pole.",0,Real,0,Real,train
1441,"The tall, adult giraffe stands behind a fence near a wooden pole.",1,AI-Generated,1,SD21,train
1442,"The tall, adult giraffe stands behind a fence near a wooden pole.",1,AI-Generated,2,SDXL,train
1443,"The tall, adult giraffe stands behind a fence near a wooden pole.",1,AI-Generated,3,SD3,train
1444,"The tall, adult giraffe stands behind a fence near a wooden pole.",1,AI-Generated,4,DALLE3,train
1445,"The tall, adult giraffe stands behind a fence near a wooden pole.",1,AI-Generated,5,Midjourney,train
1446,A man riding a white scooter down a street with a woman on the back.,0,Real,0,Real,train
1447,A man riding a white scooter down a street with a woman on the back.,1,AI-Generated,1,SD21,train
1448,A man riding a white scooter down a street with a woman on the back.,1,AI-Generated,2,SDXL,train
1449,A man riding a white scooter down a street with a woman on the back.,1,AI-Generated,3,SD3,train
1450,A man riding a white scooter down a street with a woman on the back.,1,AI-Generated,4,DALLE3,train
1451,A man riding a white scooter down a street with a woman on the back.,1,AI-Generated,5,Midjourney,train
1452,A stop sign with words substituted for each of the letters. ,0,Real,0,Real,train
1453,A stop sign with words substituted for each of the letters. ,1,AI-Generated,1,SD21,train
1454,A stop sign with words substituted for each of the letters. ,1,AI-Generated,2,SDXL,train
1455,A stop sign with words substituted for each of the letters. ,1,AI-Generated,3,SD3,train
1456,A stop sign with words substituted for each of the letters. ,1,AI-Generated,4,DALLE3,train
1457,A stop sign with words substituted for each of the letters. ,1,AI-Generated,5,Midjourney,train
1458,A person walking in the rain on the sidewalk. ,0,Real,0,Real,train
1459,A person walking in the rain on the sidewalk. ,1,AI-Generated,1,SD21,train
1460,A person walking in the rain on the sidewalk. ,1,AI-Generated,2,SDXL,train
1461,A person walking in the rain on the sidewalk. ,1,AI-Generated,3,SD3,train
1462,A person walking in the rain on the sidewalk. ,1,AI-Generated,4,DALLE3,train
1463,A person walking in the rain on the sidewalk. ,1,AI-Generated,5,Midjourney,train
1464,a bluish motorcycle parked on sidewalk in park,0,Real,0,Real,train
1465,a bluish motorcycle parked on sidewalk in park,1,AI-Generated,1,SD21,train
1466,a bluish motorcycle parked on sidewalk in park,1,AI-Generated,2,SDXL,train
1467,a bluish motorcycle parked on sidewalk in park,1,AI-Generated,3,SD3,train
1468,a bluish motorcycle parked on sidewalk in park,1,AI-Generated,4,DALLE3,train
1469,a bluish motorcycle parked on sidewalk in park,1,AI-Generated,5,Midjourney,train
1470,All of the people have their motorcycles parked.,0,Real,0,Real,train
1471,All of the people have their motorcycles parked.,1,AI-Generated,1,SD21,train
1472,All of the people have their motorcycles parked.,1,AI-Generated,2,SDXL,train
1473,All of the people have their motorcycles parked.,1,AI-Generated,3,SD3,train
1474,All of the people have their motorcycles parked.,1,AI-Generated,4,DALLE3,train
1475,All of the people have their motorcycles parked.,1,AI-Generated,5,Midjourney,train
1476,Two ducks stand in shallow water and cast shadows,0,Real,0,Real,train
1477,Two ducks stand in shallow water and cast shadows,1,AI-Generated,1,SD21,train
1478,Two ducks stand in shallow water and cast shadows,1,AI-Generated,2,SDXL,train
1479,Two ducks stand in shallow water and cast shadows,1,AI-Generated,3,SD3,train
1480,Two ducks stand in shallow water and cast shadows,1,AI-Generated,4,DALLE3,train
1481,Two ducks stand in shallow water and cast shadows,1,AI-Generated,5,Midjourney,train
1482,A young girl washing her hands at a sink while someone watches.,0,Real,0,Real,train
1483,A young girl washing her hands at a sink while someone watches.,1,AI-Generated,1,SD21,train
1484,A young girl washing her hands at a sink while someone watches.,1,AI-Generated,2,SDXL,train
1485,A young girl washing her hands at a sink while someone watches.,1,AI-Generated,3,SD3,train
1486,A young girl washing her hands at a sink while someone watches.,1,AI-Generated,4,DALLE3,train
1487,A young girl washing her hands at a sink while someone watches.,1,AI-Generated,5,Midjourney,train
1488,Mirror view of a bathroom with a sink and tub.,0,Real,0,Real,train
1489,Mirror view of a bathroom with a sink and tub.,1,AI-Generated,1,SD21,train
1490,Mirror view of a bathroom with a sink and tub.,1,AI-Generated,2,SDXL,train
1491,Mirror view of a bathroom with a sink and tub.,1,AI-Generated,3,SD3,train
1492,Mirror view of a bathroom with a sink and tub.,1,AI-Generated,4,DALLE3,train
1493,Mirror view of a bathroom with a sink and tub.,1,AI-Generated,5,Midjourney,train
1494,A train pulling into a station with a red bench seat.,0,Real,0,Real,train
1495,A train pulling into a station with a red bench seat.,1,AI-Generated,1,SD21,train
1496,A train pulling into a station with a red bench seat.,1,AI-Generated,2,SDXL,train
1497,A train pulling into a station with a red bench seat.,1,AI-Generated,3,SD3,train
1498,A train pulling into a station with a red bench seat.,1,AI-Generated,4,DALLE3,train
1499,A train pulling into a station with a red bench seat.,1,AI-Generated,5,Midjourney,train
1500,A little girl sitting on the side of a fence.,0,Real,0,Real,train
1501,A little girl sitting on the side of a fence.,1,AI-Generated,1,SD21,train
1502,A little girl sitting on the side of a fence.,1,AI-Generated,2,SDXL,train
1503,A little girl sitting on the side of a fence.,1,AI-Generated,3,SD3,train
1504,A little girl sitting on the side of a fence.,1,AI-Generated,4,DALLE3,train
1505,A little girl sitting on the side of a fence.,1,AI-Generated,5,Midjourney,train
1506,A group of small birds walking on top of a beach.,0,Real,0,Real,train
1507,A group of small birds walking on top of a beach.,1,AI-Generated,1,SD21,train
1508,A group of small birds walking on top of a beach.,1,AI-Generated,2,SDXL,train
1509,A group of small birds walking on top of a beach.,1,AI-Generated,3,SD3,train
1510,A group of small birds walking on top of a beach.,1,AI-Generated,4,DALLE3,train
1511,A group of small birds walking on top of a beach.,1,AI-Generated,5,Midjourney,train
1512,A bathroom with a bunch of white tiles in it.,0,Real,0,Real,train
1513,A bathroom with a bunch of white tiles in it.,1,AI-Generated,1,SD21,train
1514,A bathroom with a bunch of white tiles in it.,1,AI-Generated,2,SDXL,train
1515,A bathroom with a bunch of white tiles in it.,1,AI-Generated,3,SD3,train
1516,A bathroom with a bunch of white tiles in it.,1,AI-Generated,4,DALLE3,train
1517,A bathroom with a bunch of white tiles in it.,1,AI-Generated,5,Midjourney,train
1518,a kitchen filled with lots of counter top space and cooking utensils.,0,Real,0,Real,train
1519,a kitchen filled with lots of counter top space and cooking utensils.,1,AI-Generated,1,SD21,train
1520,a kitchen filled with lots of counter top space and cooking utensils.,1,AI-Generated,2,SDXL,train
1521,a kitchen filled with lots of counter top space and cooking utensils.,1,AI-Generated,3,SD3,train
1522,a kitchen filled with lots of counter top space and cooking utensils.,1,AI-Generated,4,DALLE3,train
1523,a kitchen filled with lots of counter top space and cooking utensils.,1,AI-Generated,5,Midjourney,train
1524,A mama and baby giraffe are standing close to one another. ,0,Real,0,Real,train
1525,A mama and baby giraffe are standing close to one another. ,1,AI-Generated,1,SD21,train
1526,A mama and baby giraffe are standing close to one another. ,1,AI-Generated,2,SDXL,train
1527,A mama and baby giraffe are standing close to one another. ,1,AI-Generated,3,SD3,train
1528,A mama and baby giraffe are standing close to one another. ,1,AI-Generated,4,DALLE3,train
1529,A mama and baby giraffe are standing close to one another. ,1,AI-Generated,5,Midjourney,train
1530,A large jet flying through a cloudy blue sky.,0,Real,0,Real,train
1531,A large jet flying through a cloudy blue sky.,1,AI-Generated,1,SD21,train
1532,A large jet flying through a cloudy blue sky.,1,AI-Generated,2,SDXL,train
1533,A large jet flying through a cloudy blue sky.,1,AI-Generated,3,SD3,train
1534,A large jet flying through a cloudy blue sky.,1,AI-Generated,4,DALLE3,train
1535,A large jet flying through a cloudy blue sky.,1,AI-Generated,5,Midjourney,train
1536,Rows of motorcycles in parking lot next to buildings.,0,Real,0,Real,train
1537,Rows of motorcycles in parking lot next to buildings.,1,AI-Generated,1,SD21,train
1538,Rows of motorcycles in parking lot next to buildings.,1,AI-Generated,2,SDXL,train
1539,Rows of motorcycles in parking lot next to buildings.,1,AI-Generated,3,SD3,train
1540,Rows of motorcycles in parking lot next to buildings.,1,AI-Generated,4,DALLE3,train
1541,Rows of motorcycles in parking lot next to buildings.,1,AI-Generated,5,Midjourney,train
1542,The view of a traffic light through a car windshield.,0,Real,0,Real,train
1543,The view of a traffic light through a car windshield.,1,AI-Generated,1,SD21,train
1544,The view of a traffic light through a car windshield.,1,AI-Generated,2,SDXL,train
1545,The view of a traffic light through a car windshield.,1,AI-Generated,3,SD3,train
1546,The view of a traffic light through a car windshield.,1,AI-Generated,4,DALLE3,train
1547,The view of a traffic light through a car windshield.,1,AI-Generated,5,Midjourney,train
1548,Tall building with clock and spire behind white bricked building.,0,Real,0,Real,train
1549,Tall building with clock and spire behind white bricked building.,1,AI-Generated,1,SD21,train
1550,Tall building with clock and spire behind white bricked building.,1,AI-Generated,2,SDXL,train
1551,Tall building with clock and spire behind white bricked building.,1,AI-Generated,3,SD3,train
1552,Tall building with clock and spire behind white bricked building.,1,AI-Generated,4,DALLE3,train
1553,Tall building with clock and spire behind white bricked building.,1,AI-Generated,5,Midjourney,train
1554,Giraffe standing in open area near trees with mouth open.,0,Real,0,Real,train
1555,Giraffe standing in open area near trees with mouth open.,1,AI-Generated,1,SD21,train
1556,Giraffe standing in open area near trees with mouth open.,1,AI-Generated,2,SDXL,train
1557,Giraffe standing in open area near trees with mouth open.,1,AI-Generated,3,SD3,train
1558,Giraffe standing in open area near trees with mouth open.,1,AI-Generated,4,DALLE3,train
1559,Giraffe standing in open area near trees with mouth open.,1,AI-Generated,5,Midjourney,train
1560,A man riding on the back of a motorcycle down a street.,0,Real,0,Real,train
1561,A man riding on the back of a motorcycle down a street.,1,AI-Generated,1,SD21,train
1562,A man riding on the back of a motorcycle down a street.,1,AI-Generated,2,SDXL,train
1563,A man riding on the back of a motorcycle down a street.,1,AI-Generated,3,SD3,train
1564,A man riding on the back of a motorcycle down a street.,1,AI-Generated,4,DALLE3,train
1565,A man riding on the back of a motorcycle down a street.,1,AI-Generated,5,Midjourney,train
1566,An old Mustang sits parked next to a parking meter with a sign on it.,0,Real,0,Real,train
1567,An old Mustang sits parked next to a parking meter with a sign on it.,1,AI-Generated,1,SD21,train
1568,An old Mustang sits parked next to a parking meter with a sign on it.,1,AI-Generated,2,SDXL,train
1569,An old Mustang sits parked next to a parking meter with a sign on it.,1,AI-Generated,3,SD3,train
1570,An old Mustang sits parked next to a parking meter with a sign on it.,1,AI-Generated,4,DALLE3,train
1571,An old Mustang sits parked next to a parking meter with a sign on it.,1,AI-Generated,5,Midjourney,train
1572,A person on a motor bike and a car on the street.,0,Real,0,Real,train
1573,A person on a motor bike and a car on the street.,1,AI-Generated,1,SD21,train
1574,A person on a motor bike and a car on the street.,1,AI-Generated,2,SDXL,train
1575,A person on a motor bike and a car on the street.,1,AI-Generated,3,SD3,train
1576,A person on a motor bike and a car on the street.,1,AI-Generated,4,DALLE3,train
1577,A person on a motor bike and a car on the street.,1,AI-Generated,5,Midjourney,train
1578,We are looking at a large old bath room.,0,Real,0,Real,train
1579,We are looking at a large old bath room.,1,AI-Generated,1,SD21,train
1580,We are looking at a large old bath room.,1,AI-Generated,2,SDXL,train
1581,We are looking at a large old bath room.,1,AI-Generated,3,SD3,train
1582,We are looking at a large old bath room.,1,AI-Generated,4,DALLE3,train
1583,We are looking at a large old bath room.,1,AI-Generated,5,Midjourney,train
1584,A man is sitting in a beige chair in a living room,0,Real,0,Real,train
1585,A man is sitting in a beige chair in a living room,1,AI-Generated,1,SD21,train
1586,A man is sitting in a beige chair in a living room,1,AI-Generated,2,SDXL,train
1587,A man is sitting in a beige chair in a living room,1,AI-Generated,3,SD3,train
1588,A man is sitting in a beige chair in a living room,1,AI-Generated,4,DALLE3,train
1589,A man is sitting in a beige chair in a living room,1,AI-Generated,5,Midjourney,train
1590,People sitting on a bench watching a soccer game.,0,Real,0,Real,train
1591,People sitting on a bench watching a soccer game.,1,AI-Generated,1,SD21,train
1592,People sitting on a bench watching a soccer game.,1,AI-Generated,2,SDXL,train
1593,People sitting on a bench watching a soccer game.,1,AI-Generated,3,SD3,train
1594,People sitting on a bench watching a soccer game.,1,AI-Generated,4,DALLE3,train
1595,People sitting on a bench watching a soccer game.,1,AI-Generated,5,Midjourney,train
1596,The table  top was white with brown chairs,0,Real,0,Real,train
1597,The table  top was white with brown chairs,1,AI-Generated,1,SD21,train
1598,The table  top was white with brown chairs,1,AI-Generated,2,SDXL,train
1599,The table  top was white with brown chairs,1,AI-Generated,3,SD3,train
1600,The table  top was white with brown chairs,1,AI-Generated,4,DALLE3,train
1601,The table  top was white with brown chairs,1,AI-Generated,5,Midjourney,train
1602,A red bus parked next to a crowd of people.,0,Real,0,Real,train
1603,A red bus parked next to a crowd of people.,1,AI-Generated,1,SD21,train
1604,A red bus parked next to a crowd of people.,1,AI-Generated,2,SDXL,train
1605,A red bus parked next to a crowd of people.,1,AI-Generated,3,SD3,train
1606,A red bus parked next to a crowd of people.,1,AI-Generated,4,DALLE3,train
1607,A red bus parked next to a crowd of people.,1,AI-Generated,5,Midjourney,train
1608,A giraffe spreads its legs in order to get its head closer to the ground.,0,Real,0,Real,train
1609,A giraffe spreads its legs in order to get its head closer to the ground.,1,AI-Generated,1,SD21,train
1610,A giraffe spreads its legs in order to get its head closer to the ground.,1,AI-Generated,2,SDXL,train
1611,A giraffe spreads its legs in order to get its head closer to the ground.,1,AI-Generated,3,SD3,train
1612,A giraffe spreads its legs in order to get its head closer to the ground.,1,AI-Generated,4,DALLE3,train
1613,A giraffe spreads its legs in order to get its head closer to the ground.,1,AI-Generated,5,Midjourney,train
1614,A clock that is on the side of a tower.,0,Real,0,Real,train
1615,A clock that is on the side of a tower.,1,AI-Generated,1,SD21,train
1616,A clock that is on the side of a tower.,1,AI-Generated,2,SDXL,train
1617,A clock that is on the side of a tower.,1,AI-Generated,3,SD3,train
